price,units_sold,discount,competitor_price,marketing_spend,season,region
143,163,11,124,3452,Festival,North
152,138,1,152,3083,Winter,West
80,224,9,63,6163,Festival,West
101,178,4,101,5833,Winter,North
138,199,20,139,7801,Winter,East
125,155,2,106,4340,Summer,West
178,152,18,174,4844,Winter,West
71,177,12,69,1639,Summer,East
89,230,11,108,9096,Winter,North
150,158,2,153,9151,Winter,North
160,165,5,159,9377,Festival,North
178,143,13,195,6400,Summer,West
114,148,3,105,2318,Festival,North
198,157,12,202,9719,Winter,North
128,145,18,130,4259,Summer,West
71,215,17,84,4483,Winter,North
148,174,28,159,4019,Winter,South
57,212,2,60,5779,Festival,North
66,257,19,70,9766,Summer,North
66,177,5,48,2324,Summer,East
139,186,15,143,5404,Summer,West
190,150,19,197,6937,Winter,East
194,108,23,185,2434,Summer,South
130,189,2,135,9729,Winter,North
127,207,11,114,8554,Winter,East
55,236,18,39,5953,Winter,East
159,191,18,149,9384,Summer,South
63,303,23,77,9666,Festival,North
121,168,3,127,5269,Winter,East
192,124,0,209,8378,Festival,North
103,158,1,101,3437,Summer,South
76,209,12,87,5552,Summer,South
62,222,29,69,2354,Summer,North
109,197,25,124,4400,Summer,South
55,278,28,52,8196,Summer,West
107,184,12,96,4754,Festival,East
98,272,29,109,7265,Summer,West
75,133,1,72,1158,Summer,West
96,275,29,87,7741,Summer,South
54,194,18,41,2837,Summer,South
69,247,21,81,5611,Summer,North
183,101,23,200,2025,Winter,West
108,236,15,101,8812,Winter,East
195,140,11,176,8246,Festival,North
181,78,0,169,1658,Summer,North
66,171,8,50,1677,Festival,North
63,236,16,76,5046,Festival,South
62,214,9,60,4821,Summer,South
184,132,17,170,3375,Summer,North
177,105,18,195,1275,Winter,South
93,218,6,89,7859,Summer,South
168,140,24,173,2588,Winter,North
192,146,18,198,5581,Festival,East
68,213,23,75,1245,Festival,East
112,215,14,111,7670,Winter,South
130,186,8,115,9192,Winter,East
196,83,9,183,3184,Summer,East
197,136,22,208,4251,Winter,South
149,171,19,147,6863,Winter,East
171,134,19,182,4051,Summer,South
93,173,3,91,4771,Festival,West
153,184,5,156,9889,Winter,North
110,148,3,113,3419,Summer,East
174,153,4,170,8396,Summer,North
194,86,8,191,3628,Winter,North
120,200,11,111,8309,Festival,South
156,153,22,158,1685,Summer,East
99,186,7,96,3756,Winter,East
114,214,20,109,6023,Festival,West
148,154,4,143,5835,Winter,East
81,223,28,96,2972,Summer,East
190,84,10,192,1710,Summer,South
107,244,22,108,9516,Summer,North
177,153,10,195,6085,Winter,West
191,156,12,203,6646,Summer,East
161,150,13,164,5893,Winter,East
117,207,27,116,3594,Festival,West
89,159,7,101,2092,Festival,South
193,124,24,203,3955,Festival,East
181,202,29,200,9403,Festival,East
139,170,17,126,5143,Summer,West
77,277,18,66,9770,Summer,North
145,187,11,125,8644,Winter,East
80,206,11,80,3997,Festival,East
52,246,17,56,6208,Festival,North
185,108,9,196,3979,Winter,East
73,187,6,62,4605,Winter,North
64,203,27,52,1421,Winter,South
94,178,17,93,1610,Winter,North
57,273,11,56,9637,Festival,North
120,136,13,139,1130,Summer,East
157,129,14,143,3647,Festival,East
164,163,15,154,7673,Winter,West
152,130,1,152,4729,Summer,East
174,165,29,191,5431,Festival,East
106,209,29,104,2024,Winter,North
79,252,17,73,8039,Summer,South
195,86,11,180,1537,Summer,East
163,169,15,152,5591,Winter,North
166,123,12,161,4083,Summer,West
109,170,19,99,1507,Festival,West
147,168,16,161,4924,Festival,South
175,187,17,162,9872,Festival,South
143,110,2,150,3612,Summer,South
183,134,22,165,5876,Summer,North
171,171,9,152,9951,Winter,East
157,137,0,150,5223,Winter,North
53,200,5,61,4147,Summer,West
142,131,2,124,3193,Festival,West
55,274,18,35,9082,Summer,East
81,176,3,75,3546,Festival,South
155,197,28,154,6061,Winter,West
195,148,19,196,5655,Summer,South
64,210,22,77,2222,Summer,North
171,147,2,183,8750,Summer,South
145,138,7,133,6019,Festival,North
55,211,7,37,4574,Winter,East
161,223,26,142,6723,Festival,South
169,193,28,152,7546,Winter,East
172,100,6,167,4023,Festival,South
116,150,1,128,4280,Winter,West
155,138,20,143,1540,Festival,East
188,68,5,207,1510,Summer,South
92,240,27,109,7162,Festival,East
194,176,15,191,7702,Summer,South
145,119,9,140,1344,Summer,North
181,138,3,168,6179,Summer,East
130,206,12,132,9083,Festival,West
90,237,9,105,7372,Summer,East
182,138,20,164,3480,Festival,North
84,259,13,78,9590,Winter,North
71,215,8,88,6819,Festival,West
199,130,10,211,7742,Festival,North
161,198,22,158,7900,Festival,West
60,248,17,62,6638,Winter,South
52,251,10,34,6900,Winter,North
186,143,16,195,6523,Winter,South
109,167,1,105,4849,Summer,South
125,125,2,136,2777,Festival,North
136,211,10,122,9571,Festival,West
63,221,17,81,4763,Summer,West
67,235,26,60,4058,Summer,West
162,106,2,156,3465,Festival,North
122,197,25,113,5451,Summer,South
72,174,14,59,1015,Summer,East
132,171,10,127,5410,Winter,East
174,123,10,187,3580,Summer,North
118,223,27,121,6135,Summer,East
96,275,29,104,8948,Festival,South
165,158,27,160,3592,Summer,East
79,235,24,63,5789,Summer,West
74,254,19,58,9260,Summer,South
161,215,27,170,9602,Winter,North
74,269,24,58,8232,Festival,North
123,206,10,115,9093,Winter,West
107,185,18,121,1918,Summer,East
143,200,27,147,5835,Festival,North
168,108,0,161,4343,Festival,North
176,151,26,181,3486,Summer,South
74,247,4,71,7873,Winter,South
127,126,9,126,1272,Summer,South
148,145,9,161,5554,Winter,South
165,115,13,151,1819,Summer,North
97,175,1,86,6292,Festival,South
59,185,3,53,3615,Festival,West
148,168,1,144,7069,Winter,West
60,265,17,50,6640,Summer,South
134,173,12,147,4984,Winter,South
198,140,18,204,5890,Festival,East
184,135,4,184,8701,Festival,South
175,151,19,185,6191,Winter,North
113,164,1,96,3981,Winter,West
51,214,10,47,4039,Winter,West
125,209,29,124,5935,Winter,North
170,136,29,174,1602,Winter,South
91,267,25,110,8459,Summer,East
103,233,17,105,8419,Winter,West
124,251,29,118,9447,Winter,East
65,223,5,77,8692,Festival,West
67,224,22,65,3487,Festival,East
139,176,27,133,2358,Summer,West
193,79,9,177,1689,Winter,East
55,313,21,50,9499,Winter,South
157,182,22,168,7131,Festival,South
97,191,16,98,4166,Festival,North
91,258,21,102,9600,Festival,North
125,131,10,117,1825,Winter,East
126,162,18,143,2191,Winter,East
181,150,16,186,6647,Summer,West
179,200,23,175,7785,Festival,North
108,200,3,92,7813,Festival,North
76,246,25,88,6641,Festival,West
128,149,23,134,1533,Festival,East
121,244,25,105,7510,Festival,North
56,205,13,72,2207,Winter,East
160,233,26,146,9608,Winter,South
168,126,19,165,2237,Festival,East
112,175,3,122,5943,Festival,South
173,186,27,158,5765,Winter,South
61,239,13,42,5836,Winter,West
190,116,25,182,1459,Summer,West
92,226,3,82,9841,Winter,South
66,177,5,71,1119,Summer,West
112,225,29,112,5768,Festival,North
169,145,8,150,6980,Festival,North
85,288,20,104,9509,Festival,East
57,248,11,56,7481,Winter,South
118,226,28,114,7298,Winter,East
139,192,25,134,4226,Festival,South
85,292,29,69,9585,Festival,South
77,181,7,70,3552,Summer,East
167,175,23,170,6378,Winter,East
142,141,3,125,4228,Winter,East
125,164,26,128,1076,Summer,East
150,181,25,138,4410,Festival,North
193,107,24,175,1408,Festival,South
63,256,24,51,5092,Winter,West
120,141,4,117,3267,Winter,South
173,164,5,188,9935,Festival,North
174,134,4,172,5528,Summer,South
86,235,18,89,6574,Summer,North
78,264,26,61,6773,Summer,South
192,120,7,180,4834,Winter,North
68,205,8,80,4997,Summer,West
155,192,14,135,8307,Winter,West
70,239,3,84,6617,Winter,West
113,193,24,102,3701,Festival,West
76,190,8,67,4712,Festival,North
104,186,6,101,4907,Summer,South
78,234,7,71,9946,Summer,West
197,76,14,186,1675,Winter,West
74,236,18,63,5927,Festival,South
119,196,14,116,6349,Festival,South
112,191,4,115,7168,Winter,East
179,159,18,159,4475,Summer,South
199,131,6,208,7816,Summer,South
65,167,5,59,1541,Winter,South
195,101,26,182,1164,Festival,East
149,193,18,163,8092,Winter,South
79,192,24,76,1984,Winter,North
94,221,27,89,3661,Summer,West
68,235,16,68,5468,Festival,North
83,172,9,77,1617,Summer,East
190,184,18,174,9260,Summer,East
111,203,10,97,6639,Festival,East
167,132,14,153,5196,Summer,East
149,105,9,155,1000,Winter,East
71,254,10,75,9377,Winter,West
160,184,22,161,5438,Festival,South
122,179,2,114,5808,Winter,North
196,137,29,192,4079,Winter,North
87,201,2,79,7719,Winter,South
119,233,17,124,9327,Winter,East
165,182,24,153,7018,Summer,South
128,130,10,112,1382,Winter,East
197,111,19,215,1927,Festival,West
58,266,25,70,6059,Summer,North
81,202,28,64,1560,Winter,North
181,112,21,188,2189,Winter,West
99,159,17,104,1897,Festival,West
131,182,24,114,3368,Summer,East
54,247,14,49,5953,Winter,South
197,149,6,213,8898,Festival,East
136,162,9,137,5380,Summer,East
175,123,20,190,3398,Summer,North
124,217,22,141,7226,Winter,East
71,280,29,85,6743,Festival,South
117,180,19,121,3588,Festival,East
93,271,28,80,7356,Winter,North
83,200,9,79,4685,Winter,South
126,195,12,123,5309,Winter,South
91,229,14,82,5399,Festival,North
186,128,22,198,4226,Summer,North
155,127,17,157,2403,Winter,East
144,218,22,135,9391,Winter,North
184,74,3,174,3285,Summer,West
117,247,19,109,9862,Summer,North
196,106,16,210,2728,Festival,West
177,136,27,183,2249,Winter,North
134,103,2,138,1878,Festival,West
132,185,20,151,3523,Summer,West
144,120,20,126,1497,Winter,North
81,210,1,85,8702,Festival,South
115,208,3,104,8578,Festival,South
165,129,0,161,5879,Summer,West
187,87,14,169,1538,Winter,South
179,130,24,180,2466,Festival,North
109,201,0,126,8714,Festival,West
66,196,5,59,2733,Summer,East
145,98,6,151,1490,Winter,West
193,111,18,192,2709,Summer,East
65,257,11,62,7711,Festival,East
95,143,0,87,2918,Winter,West
156,178,6,141,9166,Summer,East
137,196,18,126,7025,Winter,South
178,136,12,194,7099,Winter,East
188,114,25,196,1197,Winter,South
168,118,11,153,2713,Festival,West
134,187,11,152,5783,Winter,East
53,290,21,43,9102,Summer,East
120,180,12,124,4844,Winter,South
160,156,27,169,1595,Winter,South
99,233,13,98,9330,Festival,West
189,99,21,205,2014,Summer,West
144,156,29,139,1241,Winter,East
141,140,11,151,3363,Festival,North
114,163,19,122,1732,Festival,East
96,152,11,81,1134,Winter,East
155,167,26,163,4761,Winter,West
179,112,5,190,3626,Winter,West
155,209,26,143,8179,Festival,East
73,207,9,89,2510,Winter,South
53,223,19,55,3796,Festival,West
157,229,28,152,7907,Summer,East
68,249,23,65,5512,Winter,North
89,198,8,87,5302,Summer,East
99,138,1,80,2643,Summer,North
124,160,6,113,5406,Summer,North
61,223,8,52,4364,Festival,North
76,238,24,73,7768,Festival,East
162,118,11,160,4411,Festival,West
98,124,4,115,1082,Festival,South
193,124,0,209,6696,Summer,South
179,140,21,185,3440,Festival,East
109,198,14,102,6760,Summer,East
79,173,7,92,2782,Summer,North
133,192,0,114,9796,Festival,West
77,256,17,89,7426,Summer,East
74,243,12,72,8906,Festival,South
145,240,28,151,9922,Summer,East
174,80,0,183,2360,Winter,West
59,190,4,45,3078,Festival,West
91,172,17,97,1977,Summer,East
89,248,15,89,8793,Festival,East
126,167,25,112,2637,Summer,West
154,138,9,158,4300,Festival,West
167,190,29,184,5004,Winter,North
91,159,3,88,1582,Winter,East
96,233,0,108,9651,Festival,East
71,283,22,83,9327,Festival,East
156,195,7,167,9475,Summer,South
76,163,4,80,3398,Summer,North
90,164,1,83,5112,Festival,West
129,155,23,146,2238,Winter,North
138,156,16,155,4466,Winter,South
115,195,6,98,6518,Festival,North
61,231,16,58,6363,Summer,South
122,184,27,111,4166,Festival,North
125,126,5,139,1779,Festival,North
139,177,28,153,3134,Winter,North
59,235,21,78,3236,Winter,East
145,135,14,147,2639,Summer,West
69,247,4,73,9611,Summer,North
88,213,14,68,4689,Festival,East
109,197,17,106,5955,Festival,East
115,237,17,109,9398,Festival,East
114,246,24,118,8372,Festival,South
173,141,20,184,4390,Winter,North
179,187,20,178,8250,Summer,West
106,233,22,102,8249,Summer,North
127,171,5,117,4796,Summer,North
78,171,1,70,3534,Summer,West
64,228,26,68,3180,Winter,East
61,221,16,60,5306,Festival,North
150,161,20,154,5227,Summer,East
133,115,3,143,2446,Summer,East
174,91,11,154,1951,Festival,East
152,152,18,147,5021,Winter,West
73,208,1,80,6485,Winter,East
198,124,25,198,2717,Summer,North
187,107,1,196,5242,Summer,East
159,114,13,141,4805,Summer,South
127,185,14,140,6913,Winter,South
150,214,19,135,8475,Summer,South
195,90,1,203,5810,Festival,East
191,77,3,173,2596,Winter,North
177,159,18,189,7594,Winter,North
107,185,8,97,4216,Festival,East
125,171,6,109,6755,Festival,East
199,178,29,210,7283,Winter,West
85,172,12,82,2337,Summer,East
71,210,26,70,3974,Winter,South
176,140,11,194,5473,Summer,West
129,177,2,148,9552,Festival,West
149,173,12,156,7826,Summer,East
145,197,14,137,6667,Festival,East
197,197,13,202,9764,Summer,West
67,282,23,62,9013,Summer,West
87,177,8,91,4044,Festival,West
158,158,12,147,6018,Summer,West
172,125,22,180,3233,Winter,West
193,149,21,210,6637,Summer,North
198,148,3,197,8467,Winter,West
153,162,20,158,4246,Festival,West
189,98,7,200,5041,Summer,North
193,82,2,211,2889,Summer,South
130,167,1,147,8676,Winter,South
136,144,18,139,3655,Winter,South
191,156,27,201,4718,Festival,South
110,213,22,129,6535,Winter,East
95,185,7,86,3129,Winter,East
81,182,16,96,2630,Winter,West
64,245,12,53,6060,Summer,West
93,173,6,78,1991,Summer,South
194,118,8,180,5590,Summer,South
103,215,11,113,7866,Summer,North
93,274,28,99,9894,Summer,North
147,162,13,134,5921,Winter,North
54,256,13,36,9021,Winter,South
158,142,14,177,3481,Summer,North
76,246,2,76,9754,Summer,West
165,166,14,145,7281,Festival,South
136,223,18,130,9558,Festival,East
153,191,23,139,7249,Winter,South
172,106,19,166,1793,Festival,East
128,167,13,132,5731,Winter,East
92,154,7,74,1986,Festival,South
146,133,4,155,4595,Summer,North
80,224,29,73,1854,Summer,West
148,149,18,131,2569,Winter,South
66,201,3,81,3256,Winter,North
132,178,13,114,5103,Winter,East
159,138,15,143,5176,Winter,East
81,247,19,85,8961,Festival,East
190,145,23,200,6254,Summer,East
84,233,5,74,9429,Festival,South
182,179,22,169,8906,Summer,West
78,262,24,83,7001,Summer,East
119,153,5,100,2732,Festival,North
144,94,2,151,1814,Winter,North
71,235,14,60,8035,Festival,West
118,199,28,136,2186,Festival,West
138,181,2,154,8581,Festival,West
121,150,10,139,3225,Summer,East
178,151,2,178,7423,Winter,South
136,257,27,143,9989,Summer,East
145,157,9,162,6173,Festival,East
124,240,17,136,9735,Festival,North
103,197,0,93,6882,Summer,South
137,143,15,117,1519,Summer,South
103,220,15,115,6041,Winter,North
65,215,26,47,2454,Festival,North
148,178,9,153,7870,Summer,North
69,243,0,63,8213,Summer,West
95,213,3,88,8759,Summer,South
176,100,2,178,4406,Summer,North
107,142,4,94,1946,Festival,North
160,128,11,175,5030,Winter,North
178,202,24,177,9327,Summer,East
130,119,11,115,1792,Summer,South
133,151,12,145,2136,Winter,South
119,150,23,126,1554,Festival,West
57,265,11,74,8037,Summer,East
78,222,24,87,4403,Winter,South
161,123,15,157,3254,Winter,West
180,103,12,168,2366,Festival,West
157,104,4,164,1948,Winter,North
158,213,23,144,9295,Festival,West
69,242,3,76,8809,Winter,West
122,231,20,118,8207,Summer,East
53,249,14,72,8419,Festival,North
68,219,11,52,5026,Winter,North
151,171,18,135,6956,Summer,North
190,159,20,183,8369,Winter,West
190,174,27,175,8322,Summer,North
135,144,18,121,3614,Festival,South
101,201,20,97,4271,Summer,East
160,158,10,148,8384,Winter,East
158,202,29,168,6678,Summer,West
135,165,20,136,1881,Summer,North
92,193,5,80,4188,Festival,East
91,175,8,86,4334,Summer,West
139,108,0,154,3198,Summer,West
164,192,11,177,9403,Winter,East
75,208,25,67,1754,Winter,North
92,213,13,90,6217,Festival,North
126,195,5,117,9892,Festival,South
186,66,0,201,1370,Festival,South
69,222,21,58,2732,Winter,North
88,186,1,83,6259,Summer,South
61,219,23,68,1801,Festival,South
60,247,10,58,7399,Winter,East
91,182,2,110,5771,Winter,North
60,249,9,45,8007,Festival,East
87,192,29,70,1415,Winter,East
147,144,5,156,4337,Summer,West
68,207,5,86,6258,Winter,North
183,175,19,193,9027,Winter,East
165,177,20,171,6057,Summer,South
162,146,1,162,7967,Festival,West
114,175,25,130,2620,Winter,South
148,203,25,136,6982,Summer,West
121,257,23,135,8993,Festival,South
101,186,9,101,3792,Summer,South
167,214,22,163,9764,Winter,South
169,208,25,172,8386,Summer,East
56,229,5,66,5893,Festival,North
60,259,22,45,6096,Festival,West
152,200,27,166,5856,Festival,East
110,194,16,126,4655,Summer,West
117,258,29,109,9484,Summer,East
189,129,13,193,5293,Festival,West
151,101,4,162,1079,Festival,West
159,172,22,139,5308,Festival,South
189,113,16,203,2862,Winter,West
100,128,1,98,1618,Winter,West
166,100,8,157,1959,Winter,South
95,180,11,114,4735,Festival,East
102,248,18,121,9114,Winter,East
137,167,21,136,3168,Festival,North
170,131,6,182,4245,Summer,North
62,251,8,70,8235,Festival,North
138,147,20,133,2161,Festival,North
174,116,15,167,3040,Winter,West
167,202,19,153,9160,Summer,West
103,197,10,88,6649,Summer,North
165,174,11,165,8318,Summer,South
167,188,14,182,8483,Winter,North
53,263,17,54,5132,Winter,East
124,166,18,143,1844,Winter,West
98,214,15,96,6777,Winter,South
56,202,14,60,2643,Winter,East
159,109,4,141,2263,Festival,South
171,120,10,186,3934,Summer,South
60,236,14,73,7139,Winter,North
141,250,28,131,8174,Summer,East
72,190,17,78,1215,Winter,North
77,232,12,58,5776,Festival,East
160,108,3,145,3340,Summer,West
106,233,16,87,8706,Winter,East
75,178,3,71,3090,Festival,West
103,166,15,122,2116,Festival,West
78,261,22,71,8750,Summer,North
146,196,14,135,6334,Winter,West
63,210,13,75,3161,Festival,North
127,147,11,118,4256,Festival,South
84,179,2,95,4176,Festival,South
79,214,9,82,7380,Summer,South
141,136,7,134,4345,Summer,East
66,238,5,50,7996,Winter,West
142,173,21,126,3933,Winter,North
128,185,13,139,8741,Summer,South
159,188,16,171,6655,Summer,North
151,147,20,134,3448,Summer,South
155,128,18,164,1827,Festival,West
96,237,15,92,6896,Summer,South
113,176,14,95,2203,Winter,North
113,229,25,105,7619,Festival,South
136,207,14,151,7798,Summer,North
56,175,0,53,1844,Winter,South
71,255,23,73,3971,Summer,North
130,155,22,144,2268,Winter,South
123,219,22,135,5744,Festival,West
187,153,11,202,8735,Festival,South
184,105,9,180,4530,Winter,East
174,144,13,192,6085,Winter,North
99,222,9,112,9995,Festival,South
101,221,9,92,9319,Festival,East
50,227,19,34,3264,Winter,North
53,221,28,72,1019,Winter,South
194,101,10,200,2781,Summer,South
181,183,21,200,7857,Summer,West
53,245,15,45,5834,Festival,South
50,281,28,55,8296,Festival,North
120,196,8,113,9748,Summer,East
84,187,14,95,3244,Summer,South
57,211,13,47,3983,Festival,East
85,199,18,102,3725,Festival,North
172,150,8,167,5599,Winter,North
92,189,3,93,6366,Winter,South
76,229,20,71,5887,Festival,West
81,159,6,73,1196,Summer,South
127,197,21,118,6226,Winter,West
170,158,25,167,3828,Festival,South
195,110,7,203,4988,Summer,East
65,279,23,62,6732,Summer,West
148,155,7,129,6279,Festival,West
96,213,18,77,3469,Winter,East
80,197,14,62,2630,Winter,South
53,235,15,61,4278,Festival,North
66,215,29,53,3038,Summer,North
88,222,25,78,6432,Winter,South
97,208,21,88,6021,Festival,East
88,229,22,99,5330,Winter,North
181,153,8,164,7470,Festival,East
79,272,25,67,8077,Winter,South
71,251,25,74,5761,Winter,East
115,237,29,110,6219,Winter,East
157,188,11,153,8001,Festival,East
61,201,15,62,2387,Festival,North
85,159,3,71,1641,Summer,East
67,224,4,56,6612,Winter,West
139,192,7,147,8210,Winter,East
50,179,0,65,1574,Festival,East
176,203,27,179,8796,Winter,South
139,188,5,132,9591,Festival,East
136,178,14,129,5690,Summer,East
139,115,3,143,2456,Winter,North
183,108,20,184,2595,Festival,West
119,220,10,121,9308,Festival,South
93,213,4,104,8986,Winter,West
135,221,17,140,9574,Summer,East
68,219,23,74,3129,Festival,North
150,120,14,141,1831,Winter,West
195,151,17,193,5968,Summer,West
144,183,19,142,4481,Festival,West
150,162,27,163,3117,Summer,West
79,225,12,90,5482,Festival,West
82,156,4,90,3006,Winter,North
61,292,29,61,9488,Winter,East
167,143,0,181,7760,Winter,North
143,216,21,127,9910,Summer,North
186,155,17,177,6694,Summer,North
198,141,13,184,7062,Winter,North
125,148,4,106,4079,Festival,East
78,234,5,82,6278,Summer,East
166,132,26,155,1010,Summer,North
64,259,23,81,5880,Festival,West
51,226,24,36,1410,Festival,East
166,130,28,172,1598,Winter,East
67,238,27,81,1823,Summer,North
52,263,15,41,8876,Festival,West
184,159,21,172,6217,Festival,West
157,202,20,156,8086,Winter,North
144,129,11,160,1312,Winter,North
171,174,19,185,7671,Summer,East
60,270,17,76,7700,Festival,East
117,132,1,136,3492,Winter,South
172,135,22,159,1230,Summer,South
162,156,20,172,4740,Winter,North
147,131,22,142,1043,Summer,South
142,189,12,149,8532,Festival,West
71,289,26,56,9092,Winter,West
176,158,16,187,8278,Summer,West
183,139,16,190,4457,Summer,East
74,228,15,64,6384,Festival,South
134,211,20,136,6615,Winter,South
104,203,17,113,6506,Summer,North
193,100,7,181,3995,Summer,East
144,194,29,151,4638,Summer,East
191,142,2,194,8517,Summer,East
168,135,16,175,4284,Winter,West
58,290,28,61,9362,Winter,East
199,123,17,193,5341,Summer,South
91,205,25,109,1616,Winter,North
102,201,25,114,1239,Winter,South
123,199,22,136,7052,Festival,East
88,206,5,89,7454,Festival,North
171,158,27,179,5887,Summer,West
64,186,7,77,2904,Festival,North
172,171,22,161,7165,Winter,East
160,136,29,169,1812,Summer,East
180,182,25,170,5999,Festival,North
132,216,12,145,8642,Summer,East
59,196,7,59,2730,Summer,East
141,166,18,133,4424,Festival,East
78,227,5,82,7062,Winter,East
84,210,28,84,3207,Winter,North
55,246,22,35,4368,Festival,North
189,135,14,173,6471,Festival,South
160,145,9,161,3227,Festival,West
87,255,26,73,8639,Festival,West
126,182,16,118,5380,Summer,South
142,101,0,144,2820,Winter,North
196,161,6,196,9840,Winter,South
116,182,28,101,1188,Festival,East
185,159,26,184,6221,Winter,East
57,262,12,48,9670,Winter,West
171,140,2,190,7746,Winter,North
133,178,18,121,5612,Festival,West
181,112,14,188,2888,Festival,South
134,142,4,124,2550,Winter,West
94,232,10,105,8059,Festival,West
185,163,21,175,6233,Winter,East
136,191,17,139,6635,Festival,West
65,188,2,59,1033,Winter,South
126,205,5,140,9487,Festival,North
58,189,2,54,2429,Winter,West
109,244,29,113,6246,Festival,North
127,135,4,141,2987,Festival,South
126,189,8,124,7271,Winter,West
120,191,27,130,3882,Summer,North
64,210,18,60,2547,Winter,East
120,187,27,122,1462,Winter,East
151,219,26,131,7707,Summer,South
71,237,12,60,6305,Festival,West
162,150,28,149,1513,Summer,South
50,231,5,55,6174,Winter,North
59,227,10,72,4566,Summer,North
159,159,20,157,4803,Festival,South
162,143,20,155,4938,Winter,North
99,215,26,86,2471,Winter,South
61,297,29,41,9003,Festival,South
138,139,13,142,1337,Festival,East
161,158,5,164,8051,Winter,North
127,165,5,126,8444,Festival,South
170,139,16,179,4412,Summer,East
72,177,10,56,3392,Summer,South
183,108,14,165,1976,Summer,North
74,214,8,85,5978,Summer,East
67,249,20,63,5068,Festival,North
190,101,16,174,1871,Summer,West
92,206,23,82,4409,Summer,West
127,152,6,144,3589,Winter,West
77,160,6,60,2549,Festival,West
195,153,29,213,5461,Festival,East
108,171,20,106,3621,Festival,North
112,149,0,130,3529,Winter,South
141,219,24,143,8162,Winter,South
105,262,26,101,9351,Festival,South
160,184,24,152,7399,Summer,North
186,114,7,192,3581,Winter,East
117,199,4,97,7565,Winter,North
95,265,29,76,8105,Winter,West
116,216,18,113,7956,Festival,South
185,101,7,200,3934,Summer,North
55,220,16,67,3311,Winter,West
73,204,18,88,3795,Winter,West
143,169,11,124,5328,Festival,East
62,293,26,45,7823,Summer,South
74,255,22,69,5328,Winter,North
197,142,29,180,4588,Festival,West
167,149,14,155,4116,Festival,West
131,172,3,131,5653,Winter,South
160,157,22,162,4747,Festival,North
131,185,11,112,7824,Festival,North
115,195,26,97,2459,Winter,South
94,197,12,96,5430,Festival,West
163,122,13,168,3451,Summer,East
112,209,4,98,8331,Summer,South
125,179,21,140,5090,Winter,West
163,194,15,175,9963,Summer,East
160,171,29,175,6041,Summer,South
196,67,6,179,2111,Winter,South
84,200,14,86,4585,Festival,West
102,220,12,106,8601,Summer,South
75,219,25,80,3373,Festival,North
63,237,15,70,7842,Winter,North
167,173,11,174,9533,Summer,East
94,211,6,94,6098,Winter,South
100,210,15,89,5723,Festival,North
168,142,22,174,3818,Winter,West
68,222,22,62,3925,Summer,West
131,171,26,127,1709,Winter,West
125,204,12,143,7992,Winter,North
141,149,28,155,1738,Winter,South
82,228,22,66,5590,Festival,South
196,105,2,191,7087,Festival,South
77,206,14,79,4718,Festival,East
172,215,27,190,9201,Festival,South
175,130,2,163,6081,Summer,North
86,189,6,98,3578,Festival,North
148,166,29,162,2558,Festival,South
147,151,17,166,5000,Summer,West
176,128,13,179,5545,Festival,East
129,198,17,132,6339,Winter,East
87,204,18,90,3716,Festival,North
126,166,13,124,5302,Summer,East
175,122,19,193,2809,Winter,West
136,188,5,140,6830,Summer,South
103,212,28,113,2997,Winter,East
199,109,7,216,3931,Winter,East
65,217,25,69,3130,Winter,North
77,259,25,83,5412,Summer,West
95,205,6,106,7513,Winter,North
121,194,19,111,3796,Winter,North
134,217,17,118,8748,Winter,East
75,253,17,87,7323,Winter,North
134,205,14,132,7745,Winter,North
114,209,19,109,6202,Festival,East
183,126,21,197,2555,Summer,East
164,186,18,154,9181,Winter,East
113,204,21,103,5443,Winter,South
136,234,20,125,9522,Winter,West
156,173,20,169,5705,Winter,South
145,140,1,129,5839,Winter,East
126,165,7,128,4958,Festival,West
195,126,20,199,5664,Festival,North
136,139,10,144,1746,Winter,West
198,86,17,217,3184,Winter,East
106,248,22,98,8946,Winter,South
152,173,12,163,6321,Summer,West
140,186,8,153,8148,Summer,North
94,166,8,85,3024,Festival,South
137,205,16,140,7173,Festival,South
164,111,6,183,3711,Summer,South
96,236,8,96,8018,Winter,South
184,174,21,192,8197,Festival,North
99,145,0,101,2702,Winter,East
133,168,1,145,6529,Winter,North
140,173,3,127,8216,Festival,East
183,167,13,175,8655,Summer,East
140,163,3,124,6417,Summer,West
186,114,1,175,7324,Summer,North
158,142,7,151,4873,Winter,East
106,225,17,109,9313,Winter,North
80,184,18,70,1265,Winter,North
70,258,13,52,9219,Summer,East
139,177,19,147,6378,Winter,East
89,224,24,98,3124,Festival,South
161,105,9,177,1431,Winter,West
94,210,16,80,5974,Festival,East
126,162,7,122,4777,Summer,East
136,250,27,135,8037,Winter,East
197,79,13,187,2085,Winter,West
150,198,20,154,7195,Summer,North
166,174,22,169,7259,Winter,South
141,140,7,122,3485,Festival,South
194,139,4,200,9292,Summer,North
77,230,15,75,6398,Festival,West
74,217,7,82,6078,Summer,West
107,227,9,123,8202,Festival,East
90,205,26,80,4048,Festival,West
183,159,7,181,7502,Festival,West
124,115,8,131,1799,Winter,East
87,215,17,105,4822,Winter,North
183,124,2,183,6611,Winter,South
124,201,16,129,7009,Winter,North
191,148,19,192,6263,Winter,North
115,237,14,100,9626,Festival,East
52,268,20,42,6570,Winter,North
